"Timestap","Source IP Address","Destination IP Address","Source Port","Destination Port","Protocol","Packet Length","Hypertext Transfer Protocol","Host Name","Info"
"2024-06-24 16:30:09","192.168.1.43","224.0.0.22","","","IGMPv3","54","","","Membership Report / Leave group 224.0.0.252"
"2024-06-24 16:30:09","fe80::103c:1ae1:8556:446f","ff02::16","","","ICMPv6","90","","","Multicast Listener Report Message v2"
"2024-06-24 16:30:09","192.168.1.43","224.0.0.22","","","IGMPv3","54","","","Membership Report / Join group 224.0.0.252 for any sources"
"2024-06-24 16:30:09","192.168.1.43","224.0.0.251","5353","5353","MDNS","71","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:09","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","91","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:09","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","129","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:09","192.168.1.43","224.0.0.251","5353","5353","MDNS","71","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:09","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","2974","","","Server Hello"
"2024-06-24 16:30:09","192.168.1.41","40.126.24.24","60680","443","TCP","54","","","60680  >  443 [ACK] Seq=848 Ack=3020 Win=262144 Len=0"
"2024-06-24 16:30:09","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","1211","","","Application Data"
"2024-06-24 16:30:09","192.168.1.41","40.126.24.24","60680","443","TCP","54","","","60680  >  443 [ACK] Seq=848 Ack=4177 Win=260864 Len=0"
"2024-06-24 16:30:09","192.168.1.41","40.126.24.24","60680","443","TLSv1.3","128","","","Application Data"
"2024-06-24 16:30:09","192.168.1.41","40.126.24.24","60680","443","TLSv1.3","134","","","Application Data"
"2024-06-24 16:30:09","192.168.1.41","40.126.24.24","60680","443","TLSv1.3","1280","","","Application Data"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TLSv1.3","345","","","Server Hello, Application Data"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TCP","54","","","443  >  60680 [ACK] Seq=4177 Ack=922 Win=16768 Len=0"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TCP","54","","","443  >  60680 [ACK] Seq=4177 Ack=1002 Win=16768 Len=0"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TCP","54","","","60679  >  443 [ACK] Seq=1562 Ack=391 Win=261632 Len=0"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TCP","54","","","443  >  60680 [ACK] Seq=4177 Ack=2228 Win=19200 Len=0"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TLSv1.3","128","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TLSv1.3","134","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TLSv1.3","1232","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TLSv1.3","508","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TLSv1.3","85","","","Application Data"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TCP","54","","","443  >  60679 [ACK] Seq=391 Ack=1636 Win=17792 Len=0"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TCP","54","","","443  >  60679 [ACK] Seq=391 Ack=1716 Win=17792 Len=0"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TCP","54","","","443  >  60679 [ACK] Seq=391 Ack=2894 Win=20096 Len=0"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TCP","54","","","443  >  60679 [ACK] Seq=391 Ack=3348 Win=22528 Len=0"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TCP","54","","","443  >  60679 [ACK] Seq=391 Ack=3379 Win=22528 Len=0"
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","91","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::1:3","60844","5355","LLMNR","85","","","Standard query 0xc9c8 ANY Eddie"
"2024-06-24 16:30:10","192.168.1.43","224.0.0.251","5353","5353","MDNS","71","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:10","192.168.1.43","224.0.0.252","60844","5355","LLMNR","65","","","Standard query 0xc9c8 ANY Eddie"
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","91","","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","129","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","129","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:10","192.168.1.43","224.0.0.251","5353","5353","MDNS","109","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:10","192.168.1.43","224.0.0.251","5353","5353","MDNS","109","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:10","192.168.1.43","224.0.0.251","5353","5353","MDNS","109","","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"2024-06-24 16:30:10","20.69.137.228","192.168.1.41","443","60651","TLSv1.2","444","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","20.69.137.228","60651","443","TCP","1514","","","60651  >  443 [ACK] Seq=13469 Ack=49431 Win=253 Len=1460 [TCP segment of a reassembled PDU]"
"2024-06-24 16:30:10","192.168.1.41","20.69.137.228","60651","443","TLSv1.2","231","","","Application Data"
"2024-06-24 16:30:10","20.69.137.228","192.168.1.41","443","60651","TCP","54","","","443  >  60651 [ACK] Seq=49431 Ack=14929 Win=816 Len=0"
"2024-06-24 16:30:10","20.69.137.228","192.168.1.41","443","60651","TCP","54","","","443  >  60651 [ACK] Seq=49431 Ack=15106 Win=838 Len=0"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","157","","","Application Data"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","116","","","Application Data"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","85","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","40.126.24.24","60680","443","TCP","54","","","60680  >  443 [ACK] Seq=2228 Ack=4373 Win=260608 Len=0"
"2024-06-24 16:30:10","192.168.1.41","40.126.24.24","60680","443","TLSv1.3","85","","","Application Data"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TCP","54","","","443  >  60680 [ACK] Seq=4373 Ack=2259 Win=19200 Len=0"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TLSv1.3","575","","","Application Data, Application Data"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TLSv1.3","85","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TCP","54","","","60679  >  443 [ACK] Seq=3379 Ack=943 Win=261120 Len=0"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TLSv1.3","85","","","Application Data"
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TCP","54","","","443  >  60679 [ACK] Seq=943 Ack=3410 Win=22528 Len=0"
"2024-06-24 16:30:10","192.168.1.43","239.255.255.250","50962","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:10","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:10","192.168.1.43","239.255.255.250","1900","1900","SSDP","539","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::c","1900","1900","SSDP","568","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:10","52.96.109.162","192.168.1.41","443","60679","TLSv1.3","1193","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","52.96.109.162","60679","443","TCP","54","","","60679  >  443 [ACK] Seq=3410 Ack=2082 Win=262144 Len=0"
"2024-06-24 16:30:10","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:10","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:10","20.69.137.228","192.168.1.41","443","60651","TCP","1514","","","443  >  60651 [ACK] Seq=49431 Ack=15106 Win=838 Len=1460 [TCP segment of a reassembled PDU]"
"2024-06-24 16:30:10","20.69.137.228","192.168.1.41","443","60651","TLSv1.2","380","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","20.69.137.228","60651","443","TCP","54","","","60651  >  443 [ACK] Seq=15106 Ack=51217 Win=256 Len=0"
"2024-06-24 16:30:10","142.250.218.138","192.168.1.41","443","53035","UDP","68","","","443  >  53035 Len=26"
"2024-06-24 16:30:10","192.168.1.41","239.255.255.250","52455","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:10","192.168.1.41","239.255.255.250","52456","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:10","192.168.1.43","224.0.0.22","","","IGMPv3","54","","","Membership Report / Join group 224.0.0.252 for any sources"
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::16","","","ICMPv6","90","","","Multicast Listener Report Message v2"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","562","","","Application Data, Application Data"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","95","","","Application Data"
"2024-06-24 16:30:10","40.126.24.24","192.168.1.41","443","60680","TLSv1.3","85","","","Application Data"
"2024-06-24 16:30:10","192.168.1.41","40.126.24.24","60680","443","TCP","54","","","60680  >  443 [ACK] Seq=2259 Ack=4953 Win=262144 Len=0"
"2024-06-24 16:30:10","192.168.1.43","239.255.255.250","1900","1900","SSDP","483","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:10","fe80::103c:1ae1:8556:446f","ff02::c","1900","1900","SSDP","512","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:11","192.168.1.43","224.0.0.251","5353","5353","MDNS","82","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:11","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","102","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:11","192.168.1.43","224.0.0.251","5353","5353","MDNS","82","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:11","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","102","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:11","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:11","192.168.1.43","239.255.255.250","50962","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:11","fe80::50d6:a2ff:fe01:18fd","ff02::2","","","ICMPv6","70","","","Router Solicitation from 52:d6:a2:01:18:fd"
"2024-06-24 16:30:11","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:11","192.168.1.41","239.255.255.250","52455","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:11","192.168.1.41","239.255.255.250","52456","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:11","142.250.218.138","192.168.1.41","443","53035","UDP","68","","","443  >  53035 Len=26"
"2024-06-24 16:30:12","192.168.1.43","239.255.255.250","1900","1900","SSDP","537","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","fe80::103c:1ae1:8556:446f","ff02::c","1900","1900","SSDP","566","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","192.168.1.43","224.0.0.251","5353","5353","MDNS","82","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:12","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","102","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:12","192.168.1.43","224.0.0.251","5353","5353","MDNS","82","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:12","fe80::103c:1ae1:8556:446f","ff02::fb","5353","5353","MDNS","102","","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"2024-06-24 16:30:12","Routerboardc_5e:b9:50","Spanning-tree-(for-bridges)_00","","","0x2f00","61","","","Ethernet II"
"2024-06-24 16:30:12","192.168.1.43","239.255.255.250","1900","1900","SSDP","549","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","fe80::103c:1ae1:8556:446f","ff02::c","1900","1900","SSDP","578","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","192.168.1.41","8.8.8.8","63459","443","UDP","252","","","63459  >  443 Len=210"
"2024-06-24 16:30:12","192.168.1.41","8.8.8.8","63459","443","UDP","252","","","63459  >  443 Len=210"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","1292","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","1266","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","1186","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","192.168.1.43","239.255.255.250","59799","1900","SSDP","179","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","72","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","77","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","192.168.1.41","239.255.255.250","52455","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:12","52.168.117.169","192.168.1.41","443","60615","TCP","54","","","443  >  60615 [FIN, ACK] Seq=1 Ack=1 Win=186 Len=0"
"2024-06-24 16:30:12","8.8.8.8","192.168.1.41","443","63459","UDP","70","","","443  >  63459 Len=28"
"2024-06-24 16:30:12","8.8.8.8","192.168.1.41","443","63459","UDP","621","","","443  >  63459 Len=579"
"2024-06-24 16:30:12","8.8.8.8","192.168.1.41","443","63459","UDP","64","","","443  >  63459 Len=22"
"2024-06-24 16:30:12","192.168.1.41","52.168.117.169","60615","443","TCP","54","","","60615  >  443 [ACK] Seq=1 Ack=2 Win=254 Len=0"
"2024-06-24 16:30:12","192.168.1.41","52.168.117.169","60615","443","TCP","54","","","60615  >  443 [FIN, ACK] Seq=1 Ack=2 Win=254 Len=0"
"2024-06-24 16:30:12","192.168.1.41","8.8.8.8","63459","443","UDP","77","","","63459  >  443 Len=35"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","8.8.8.8","192.168.1.41","443","63459","UDP","573","","","443  >  63459 Len=531"
"2024-06-24 16:30:12","8.8.8.8","192.168.1.41","443","63459","UDP","64","","","443  >  63459 Len=22"
"2024-06-24 16:30:12","52.168.117.169","192.168.1.41","443","60615","TCP","54","","","443  >  60615 [ACK] Seq=2 Ack=2 Win=186 Len=0"
"2024-06-24 16:30:12","192.168.1.41","8.8.8.8","63459","443","UDP","77","","","63459  >  443 Len=35"
"2024-06-24 16:30:12","192.168.1.41","239.255.255.250","52456","1900","SSDP","217","","","M-SEARCH * HTTP/1.1 "
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","1292","","","Initial, DCID=791fb643f1a2d351, PKN: 1, PADDING, CRYPTO, PADDING, CRYPTO"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","123","","","0-RTT, DCID=791fb643f1a2d351"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","1292","","","Handshake, SCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","1292","","","Handshake, SCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","1292","","","Handshake, SCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","1170","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","81","","","Handshake, DCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","69","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","70","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","210","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","73","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:12","192.168.1.41","8.8.8.8","63459","443","UDP","73","","","63459  >  443 Len=31"
"2024-06-24 16:30:12","192.168.1.43","239.255.255.250","1900","1900","SSDP","492","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","fe80::103c:1ae1:8556:446f","ff02::c","1900","1900","SSDP","521","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","74","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","573","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","158","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","73","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","115","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","204","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","63","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","77","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","1292","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","67","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","75","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","143.255.251.141","192.168.1.41","443","60997","QUIC","63","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","143.255.251.141","60997","443","QUIC","77","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","74","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","204","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.41","172.217.28.110","54547","443","QUIC","75","","","Protected Payload (KP0), DCID=e9df976726c2c7c9"
"2024-06-24 16:30:12","172.217.28.110","192.168.1.41","443","54547","QUIC","66","","","Protected Payload (KP0)"
"2024-06-24 16:30:12","192.168.1.43","239.255.255.250","1900","1900","SSDP","547","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:12","fe80::103c:1ae1:8556:446f","ff02::c","1900","1900","SSDP","576","","","NOTIFY * HTTP/1.1 "
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","245","","","63459  >  443 Len=203"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","246","","","63459  >  443 Len=204"
"2024-06-24 16:30:13","52.123.129.14","192.168.1.41","443","60621","TCP","54","","","443  >  60621 [FIN, ACK] Seq=1 Ack=1 Win=411 Len=0"
"2024-06-24 16:30:13","192.168.1.41","52.123.129.14","60621","443","TCP","54","","","60621  >  443 [ACK] Seq=1 Ack=2 Win=253 Len=0"
"2024-06-24 16:30:13","192.168.1.41","52.123.129.14","60621","443","TCP","54","","","60621  >  443 [FIN, ACK] Seq=1 Ack=2 Win=253 Len=0"
"2024-06-24 16:30:13","52.123.129.14","192.168.1.41","443","60621","TCP","54","","","443  >  60621 [ACK] Seq=2 Ack=2 Win=411 Len=0"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","247","","","63459  >  443 Len=205"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","247","","","63459  >  443 Len=205"
"2024-06-24 16:30:13","192.168.1.41","142.250.218.138","53035","443","UDP","71","","","53035  >  443 Len=29"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","70","","","443  >  63459 Len=28"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","70","","","443  >  63459 Len=28"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","620","","","443  >  63459 Len=578"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","64","","","443  >  63459 Len=22"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","550","","","443  >  63459 Len=508"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","64","","","443  >  63459 Len=22"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","573","","","443  >  63459 Len=531"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","551","","","443  >  63459 Len=509"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","73","","","63459  >  443 Len=31"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","77","","","63459  >  443 Len=35"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","78","","","63459  >  443 Len=36"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","78","","","63459  >  443 Len=36"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","78","","","63459  >  443 Len=36"
"2024-06-24 16:30:13","192.168.1.41","142.250.218.118","63137","443","QUIC","1292","","","Initial, DCID=1f9474f8f91b2c27, PKN: 1, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PING"
"2024-06-24 16:30:13","192.168.1.41","142.250.218.118","63137","443","QUIC","122","","","0-RTT, DCID=1f9474f8f91b2c27"
"2024-06-24 16:30:13","192.168.1.41","142.251.132.129","60758","443","QUIC","1292","","","Initial, DCID=f19318bcbd5d0ba6, PKN: 1, PING, CRYPTO, PADDING, PING, PADDING, PING, PADDING, PING, PING, PING, PING, CRYPTO, PING"
"2024-06-24 16:30:13","192.168.1.41","142.251.132.129","60758","443","QUIC","121","","","0-RTT, DCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","192.168.1.41","142.250.218.118","63137","443","QUIC","917","","","0-RTT, DCID=1f9474f8f91b2c27"
"2024-06-24 16:30:13","192.168.1.41","142.251.132.129","60758","443","QUIC","870","","","0-RTT, DCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","Routerboardc_5e:b9:50","Broadcast","","","ARP","42","","","Who has 192.168.1.44? Tell 192.168.1.1"
"2024-06-24 16:30:13","192.168.1.41","8.8.8.8","63459","443","UDP","75","","","63459  >  443 Len=33"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:13","8.8.8.8","192.168.1.41","443","63459","UDP","65","","","443  >  63459 Len=23"
"2024-06-24 16:30:13","192.168.1.41","142.251.132.129","60758","443","QUIC","1292","","","Initial, DCID=f19318bcbd5d0ba6, PKN: 5, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PING"
"2024-06-24 16:30:13","142.251.132.129","192.168.1.41","443","60758","QUIC","1292","","","Initial, SCID=f19318bcbd5d0ba6, PKN: 1, ACK, CRYPTO, PADDING"
"2024-06-24 16:30:13","142.250.218.138","192.168.1.41","443","53035","UDP","69","","","443  >  53035 Len=27"
"2024-06-24 16:30:13","142.251.132.129","192.168.1.41","443","60758","QUIC","1292","","","Handshake, SCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","142.251.132.129","192.168.1.41","443","60758","QUIC","1292","","","Handshake, SCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","142.251.132.129","192.168.1.41","443","60758","QUIC","1292","","","Handshake, SCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","142.251.132.129","192.168.1.41","443","60758","QUIC","1007","","","Protected Payload (KP0)"
"2024-06-24 16:30:13","192.168.1.41","142.251.132.129","60758","443","QUIC","81","","","Handshake, DCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","192.168.1.41","142.251.132.129","60758","443","QUIC","999","","","Protected Payload (KP0), DCID=f19318bcbd5d0ba6"
"2024-06-24 16:30:13","192.168.1.41","142.250.218.118","63137","443","QUIC","1292","","","Initial, DCID=1f9474f8f91b2c27, PKN: 5, PING, PING, PING, PADDING, PING, PING, PADDING, PING, PING, PING, PING, PADDING, CRYPTO, CRYPTO"
"2024-06-24 16:30:13","192.168.1.41","143.255.251.141","60997","443","QUIC","1288","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:13","192.168.1.41","143.255.251.141","60997","443","QUIC","1288","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
"2024-06-24 16:30:13","192.168.1.41","143.255.251.141","60997","443","QUIC","489","","","Protected Payload (KP0), DCID=f91fb643f1a2d351"
