"No.","Time","Source","Src port","Destination","Dst port","Protocol","Length","Host Name","Info"
"219","3.370389","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=8564 Ack=25804 Win=256 Len=0"
"220","3.453019","192.168.1.41","60678","8.8.8.8","443","TCP","66","","60678  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"221","3.456137","192.168.1.41","60651","20.69.137.228","443","TCP","1514","","60651  >  443 [ACK] Seq=8564 Ack=25804 Win=256 Len=1460 [TCP segment of a reassembled PDU]"
"222","3.456137","192.168.1.41","60651","20.69.137.228","443","TLSv1.2","231","","Application Data"
"223","3.469127","8.8.8.8","443","192.168.1.41","60678","TCP","66","","443  >  60678 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"
"224","3.469288","192.168.1.41","60678","8.8.8.8","443","TCP","54","","60678  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"225","3.469881","192.168.1.41","60678","8.8.8.8","443","TCP","1514","","60678  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"226","3.469881","192.168.1.41","60678","8.8.8.8","443","TLSv1.3","346","","Client Hello (SNI=dns.google)"
"227","3.469889","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=25804 Ack=10024 Win=679 Len=0"
"228","3.469889","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=25804 Ack=10201 Win=702 Len=0"
"229","3.481139","8.8.8.8","443","192.168.1.41","60678","TCP","54","","443  >  60678 [ACK] Seq=1 Ack=1461 Win=17536 Len=0"
"230","3.481139","8.8.8.8","443","192.168.1.41","60678","TCP","54","","443  >  60678 [ACK] Seq=1 Ack=1753 Win=20480 Len=0"
"231","3.578672","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"232","3.669515","20.69.137.228","443","192.168.1.41","60651","TCP","2974","","443  >  60651 [PSH, ACK] Seq=25804 Ack=10201 Win=702 Len=2920 [TCP segment of a reassembled PDU]"
"233","3.669634","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=28724 Win=256 Len=0"
"234","3.670394","20.69.137.228","443","192.168.1.41","60651","TCP","2974","","443  >  60651 [ACK] Seq=28724 Ack=10201 Win=702 Len=2920 [TCP segment of a reassembled PDU]"
"235","3.670447","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=31644 Win=256 Len=0"
"236","3.672433","20.69.137.228","443","192.168.1.41","60651","TCP","2974","","443  >  60651 [PSH, ACK] Seq=31644 Ack=10201 Win=702 Len=2920 [TCP segment of a reassembled PDU]"
"237","3.672631","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=34564 Win=256 Len=0"
"238","3.673915","20.69.137.228","443","192.168.1.41","60651","TCP","2974","","443  >  60651 [ACK] Seq=34564 Ack=10201 Win=702 Len=2920 [TCP segment of a reassembled PDU]"
"239","3.674016","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=37484 Win=256 Len=0"
"240","3.676535","20.69.137.228","443","192.168.1.41","60651","TLSv1.2","5894","","Application Data"
"241","3.676668","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=43324 Win=256 Len=0"
"242","3.686259","192.168.1.43","1900","239.255.255.250","1900","SSDP","537","","NOTIFY * HTTP/1.1 "
"243","3.691478","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","566","","NOTIFY * HTTP/1.1 "
"244","3.789899","192.168.1.43","50962","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"245","3.790498","192.168.1.41","60661","20.42.73.26","443","TLSv1.2","101","","Application Data"
"246","3.790730","192.168.1.41","60661","20.42.73.26","443","TCP","1514","","60661  >  443 [ACK] Seq=48 Ack=1 Win=1022 Len=1460 [TCP segment of a reassembled PDU]"
"247","3.790730","192.168.1.41","60661","20.42.73.26","443","TLSv1.2","1416","","Application Data"
"248","3.790903","192.168.1.41","60661","20.42.73.26","443","TLSv1.2","85","","Application Data"
"249","3.886393","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"250","3.892548","192.168.1.43","1900","239.255.255.250","1900","SSDP","549","","NOTIFY * HTTP/1.1 "
"251","3.898736","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","578","","NOTIFY * HTTP/1.1 "
"252","3.981776","192.168.1.41","52455","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"253","3.991419","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"254","3.993150","192.168.1.43","59799","239.255.255.250","1900","SSDP","179","","M-SEARCH * HTTP/1.1 "
"255","4.007231","192.168.1.41","60661","20.42.73.26","443","TCP","1514","","[TCP Retransmission] 60661  >  443 [PSH, ACK] Seq=1441 Ack=1 Win=1022 Len=1460"
"256","4.013328","192.168.1.41","52456","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"257","4.096453","192.168.1.43","1900","239.255.255.250","1900","SSDP","492","","NOTIFY * HTTP/1.1 "
"258","4.102833","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","521","","NOTIFY * HTTP/1.1 "
"259","4.134329","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"260","4.153171","8.8.8.8","443","192.168.1.41","60678","TLSv1.3","1514","","Server Hello, Change Cipher Spec"
"261","4.153171","8.8.8.8","443","192.168.1.41","60678","TCP","1394","","443  >  60678 [PSH, ACK] Seq=1461 Ack=1753 Win=20480 Len=1340 [TCP segment of a reassembled PDU]"
"262","4.153314","192.168.1.41","60678","8.8.8.8","443","TCP","54","","60678  >  443 [ACK] Seq=1753 Ack=2801 Win=65536 Len=0"
"263","4.154033","8.8.8.8","443","192.168.1.41","60678","TCP","1514","","443  >  60678 [ACK] Seq=2801 Ack=1753 Win=20480 Len=1460 [TCP segment of a reassembled PDU]"
"264","4.154033","8.8.8.8","443","192.168.1.41","60678","TLSv1.3","1283","","Application Data"
"265","4.154033","142.250.218.138","443","192.168.1.41","53035","UDP","67","","443  >  53035 Len=25"
"266","4.154033","20.69.137.228","443","192.168.1.41","60651","TCP","1514","","443  >  60651 [ACK] Seq=43324 Ack=10201 Win=702 Len=1460 [TCP segment of a reassembled PDU]"
"267","4.154138","192.168.1.41","60678","8.8.8.8","443","TCP","54","","60678  >  443 [ACK] Seq=1753 Ack=5490 Win=65536 Len=0"
"268","4.161687","20.69.137.228","443","192.168.1.41","60651","TCP","1514","","443  >  60651 [ACK] Seq=44784 Ack=10201 Win=702 Len=1460 [TCP segment of a reassembled PDU]"
"269","4.161794","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=46244 Win=256 Len=0"
"270","4.168115","20.69.137.228","443","192.168.1.41","60651","TCP","1514","","443  >  60651 [ACK] Seq=46244 Ack=10201 Win=702 Len=1460 [TCP segment of a reassembled PDU]"
"271","4.168115","20.69.137.228","443","192.168.1.41","60651","TLSv1.2","1001","","Application Data"
"272","4.168115","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=1 Ack=48 Win=208 Len=0"
"273","4.168287","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=10201 Ack=48651 Win=256 Len=0"
"274","4.168493","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=1 Ack=1508 Win=231 Len=0"
"275","4.169378","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=1 Ack=2870 Win=254 Len=0"
"276","4.169378","20.42.73.26","443","192.168.1.41","60661","TCP","54","","443  >  60661 [ACK] Seq=1 Ack=2901 Win=254 Len=0"
"277","4.169378","20.42.73.26","443","192.168.1.41","60661","TLSv1.2","135","","Application Data"
"278","4.169378","20.42.73.26","443","192.168.1.41","60661","TCP","66","","[TCP Dup ACK 276#1] 443  >  60661 [ACK] Seq=82 Ack=2901 Win=254 Len=0 SLE=1441 SRE=2901"
"279","4.169566","192.168.1.41","60661","20.42.73.26","443","TCP","54","","60661  >  443 [ACK] Seq=2901 Ack=82 Win=1021 Len=0"
"280","4.213074","142.250.218.138","443","192.168.1.41","53035","UDP","68","","443  >  53035 Len=26"
"281","4.299567","192.168.1.43","1900","239.255.255.250","1900","SSDP","547","","NOTIFY * HTTP/1.1 "
"282","4.305115","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","576","","NOTIFY * HTTP/1.1 "
"283","4.363477","192.168.1.41","60651","20.69.137.228","443","TCP","1514","","60651  >  443 [ACK] Seq=10201 Ack=48651 Win=256 Len=1460 [TCP segment of a reassembled PDU]"
"284","4.363477","192.168.1.41","60651","20.69.137.228","443","TLSv1.2","228","","Application Data"
"285","4.368135","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=48651 Ack=11661 Win=724 Len=0"
"286","4.368135","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=48651 Ack=11835 Win=747 Len=0"
"287","4.381490","192.168.1.41","60624","52.96.109.162","443","TCP","54","","60624  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"288","4.381956","192.168.1.41","60679","52.96.109.162","443","TCP","66","","60679  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"289","4.384359","52.96.109.162","443","192.168.1.41","60624","TCP","54","","443  >  60624 [FIN, ACK] Seq=1 Ack=2 Win=176 Len=0"
"290","4.384359","52.96.109.162","443","192.168.1.41","60679","TCP","66","","443  >  60679 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"
"291","4.384495","192.168.1.41","60624","52.96.109.162","443","TCP","54","","60624  >  443 [ACK] Seq=2 Ack=2 Win=1024 Len=0"
"292","4.384766","192.168.1.41","60679","52.96.109.162","443","TCP","54","","60679  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"293","4.385116","192.168.1.41","60680","40.126.24.24","443","TCP","66","","60680  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"294","4.386405","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","799","","Client Hello (SNI=substrate.office.com)"
"295","4.390815","40.126.24.24","443","192.168.1.41","60680","TCP","66","","443  >  60680 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460 SACK_PERM WS=128"
"296","4.390990","192.168.1.41","60680","40.126.24.24","443","TCP","54","","60680  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"297","4.391155","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=1 Ack=746 Win=16128 Len=0"
"298","4.392857","192.168.1.41","60680","40.126.24.24","443","TLSv1.3","442","","Client Hello (SNI=graph.microsoft.com)"
"299","4.398061","40.126.24.24","443","192.168.1.41","60680","TCP","54","","443  >  60680 [ACK] Seq=1 Ack=389 Win=15744 Len=0"
"300","4.417698","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"301","4.487387","142.250.218.138","443","192.168.1.41","53035","UDP","68","","443  >  53035 Len=26"
"302","4.544795","20.69.137.228","443","192.168.1.41","60651","TLSv1.2","444","","Application Data"
"303","4.554890","192.168.1.41","60651","20.69.137.228","443","TCP","1514","","60651  >  443 [ACK] Seq=11835 Ack=49041 Win=255 Len=1460 [TCP segment of a reassembled PDU]"
"304","4.554890","192.168.1.41","60651","20.69.137.228","443","TLSv1.2","228","","Application Data"
"305","4.558165","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=49041 Ack=13295 Win=770 Len=0"
"306","4.558165","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=49041 Ack=13469 Win=793 Len=0"
"307","4.562794","192.168.1.41","60670","13.107.42.16","443","TCP","54","","60670  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"308","4.562996","192.168.1.41","60672","191.237.206.80","443","TCP","54","","60672  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"309","4.563104","192.168.1.41","60673","20.201.52.37","443","TCP","54","","60673  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"310","4.563183","192.168.1.41","60674","20.201.52.37","443","TCP","54","","60674  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"311","4.563249","192.168.1.41","60675","8.8.8.8","443","TCP","54","","60675  >  443 [FIN, ACK] Seq=1785 Ack=5489 Win=65536 Len=0"
"312","4.563310","192.168.1.41","60677","8.8.8.8","443","TCP","54","","60677  >  443 [FIN, ACK] Seq=1721 Ack=5489 Win=65536 Len=0"
"313","4.563376","192.168.1.41","60678","8.8.8.8","443","TCP","54","","60678  >  443 [FIN, ACK] Seq=1753 Ack=5490 Win=65536 Len=0"
"314","4.569324","13.107.42.16","443","192.168.1.41","60670","TCP","54","","443  >  60670 [FIN, ACK] Seq=1 Ack=2 Win=229 Len=0"
"315","4.569324","191.237.206.80","443","192.168.1.41","60672","TCP","54","","443  >  60672 [FIN, ACK] Seq=1 Ack=2 Win=206 Len=0"
"316","4.569324","20.201.52.37","443","192.168.1.41","60673","TCP","54","","443  >  60673 [FIN, ACK] Seq=1 Ack=2 Win=160 Len=0"
"317","4.569324","20.201.52.37","443","192.168.1.41","60674","TCP","54","","443  >  60674 [FIN, ACK] Seq=1 Ack=2 Win=160 Len=0"
"318","4.569324","8.8.8.8","443","192.168.1.41","60675","TCP","54","","443  >  60675 [FIN, ACK] Seq=5489 Ack=1786 Win=20480 Len=0"
"319","4.569421","192.168.1.41","60670","13.107.42.16","443","TCP","54","","60670  >  443 [ACK] Seq=2 Ack=2 Win=256 Len=0"
"320","4.569518","192.168.1.41","60672","191.237.206.80","443","TCP","54","","60672  >  443 [ACK] Seq=2 Ack=2 Win=256 Len=0"
"321","4.569552","192.168.1.41","60673","20.201.52.37","443","TCP","54","","60673  >  443 [ACK] Seq=2 Ack=2 Win=256 Len=0"
"322","4.569583","192.168.1.41","60674","20.201.52.37","443","TCP","54","","60674  >  443 [ACK] Seq=2 Ack=2 Win=256 Len=0"
"323","4.569656","192.168.1.41","60675","8.8.8.8","443","TCP","54","","60675  >  443 [ACK] Seq=1786 Ack=5490 Win=65536 Len=0"
"324","4.569755","8.8.8.8","443","192.168.1.41","60677","TCP","54","","443  >  60677 [FIN, ACK] Seq=5489 Ack=1722 Win=20480 Len=0"
"325","4.569755","8.8.8.8","443","192.168.1.41","60678","TCP","54","","443  >  60678 [FIN, ACK] Seq=5490 Ack=1754 Win=20480 Len=0"
"326","4.569801","192.168.1.41","60677","8.8.8.8","443","TCP","54","","60677  >  443 [ACK] Seq=1722 Ack=5490 Win=65536 Len=0"
"327","4.570055","192.168.1.41","60678","8.8.8.8","443","TCP","54","","60678  >  443 [ACK] Seq=1754 Ack=5491 Win=65536 Len=0"
"328","4.575812","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","153","","Hello Retry Request, Change Cipher Spec"
"329","4.575922","192.168.1.41","60680","40.126.24.24","443","TCP","54","","60680  >  443 [ACK] Seq=389 Ack=100 Win=261888 Len=0"
"330","4.580984","52.96.109.162","443","192.168.1.41","60679","TLSv1.3","153","","Hello Retry Request, Change Cipher Spec"
"331","4.581094","192.168.1.41","60679","52.96.109.162","443","TCP","54","","60679  >  443 [ACK] Seq=746 Ack=100 Win=261888 Len=0"
"332","4.588132","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","870","","Change Cipher Spec, Client Hello (SNI=substrate.office.com)"
"333","4.588456","192.168.1.41","60680","40.126.24.24","443","TLSv1.3","513","","Change Cipher Spec, Client Hello (SNI=graph.microsoft.com)"
"334","4.594672","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=100 Ack=1562 Win=17792 Len=0"
"335","4.594672","40.126.24.24","443","192.168.1.41","60680","TCP","54","","443  >  60680 [ACK] Seq=100 Ack=848 Win=16768 Len=0"
"336","4.603100","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"337","4.604063","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.252"
"338","4.607497","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.252"
"339","4.608418","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"340","4.610448","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"341","4.611949","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"342","4.615156","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"343","4.616328","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Leave group 224.0.0.252"
"344","4.617511","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"345","4.618292","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"346","4.619922","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"347","4.621055","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"348","4.622630","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","129","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"349","4.624198","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"350","4.685821","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","2974","","Server Hello"
"351","4.685938","192.168.1.41","60680","40.126.24.24","443","TCP","54","","60680  >  443 [ACK] Seq=848 Ack=3020 Win=262144 Len=0"
"352","4.686203","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","1211","","Application Data"
"353","4.686268","192.168.1.41","60680","40.126.24.24","443","TCP","54","","60680  >  443 [ACK] Seq=848 Ack=4177 Win=260864 Len=0"
"354","4.689426","192.168.1.41","60680","40.126.24.24","443","TLSv1.3","128","","Application Data"
"355","4.690316","192.168.1.41","60680","40.126.24.24","443","TLSv1.3","134","","Application Data"
"356","4.690723","192.168.1.41","60680","40.126.24.24","443","TLSv1.3","1280","","Application Data"
"357","4.692214","52.96.109.162","443","192.168.1.41","60679","TLSv1.3","345","","Server Hello, Application Data"
"358","4.692214","40.126.24.24","443","192.168.1.41","60680","TCP","54","","443  >  60680 [ACK] Seq=4177 Ack=922 Win=16768 Len=0"
"359","4.692214","40.126.24.24","443","192.168.1.41","60680","TCP","54","","443  >  60680 [ACK] Seq=4177 Ack=1002 Win=16768 Len=0"
"360","4.692313","192.168.1.41","60679","52.96.109.162","443","TCP","54","","60679  >  443 [ACK] Seq=1562 Ack=391 Win=261632 Len=0"
"361","4.692960","40.126.24.24","443","192.168.1.41","60680","TCP","54","","443  >  60680 [ACK] Seq=4177 Ack=2228 Win=19200 Len=0"
"362","4.694956","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","128","","Application Data"
"363","4.695358","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","134","","Application Data"
"364","4.695852","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","1232","","Application Data"
"365","4.696322","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","508","","Application Data"
"366","4.696623","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","85","","Application Data"
"367","4.703074","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=391 Ack=1636 Win=17792 Len=0"
"368","4.703074","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=391 Ack=1716 Win=17792 Len=0"
"369","4.703074","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=391 Ack=2894 Win=20096 Len=0"
"370","4.703074","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=391 Ack=3348 Win=22528 Len=0"
"371","4.703074","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=391 Ack=3379 Win=22528 Len=0"
"372","4.706466","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"373","4.707255","fe80::103c:1ae1:8556:446f","60844","ff02::1:3","5355","LLMNR","85","","Standard query 0xc9c8 ANY Eddie"
"374","4.709819","192.168.1.43","5353","224.0.0.251","5353","MDNS","71","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"375","4.711079","192.168.1.43","60844","224.0.0.252","5355","LLMNR","65","","Standard query 0xc9c8 ANY Eddie"
"376","4.712523","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","91","","Standard query 0x0000 ANY Eddie.local, ""QM"" question"
"377","4.714158","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","129","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"378","4.718275","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","129","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"379","4.719167","192.168.1.43","5353","224.0.0.251","5353","MDNS","109","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"380","4.722048","192.168.1.43","5353","224.0.0.251","5353","MDNS","109","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"381","4.723096","192.168.1.43","5353","224.0.0.251","5353","MDNS","109","","Standard query response 0x0000 AAAA fe80::103c:1ae1:8556:446f A 192.168.1.43"
"382","4.736726","20.69.137.228","443","192.168.1.41","60651","TLSv1.2","444","","Application Data"
"383","4.760865","192.168.1.41","60651","20.69.137.228","443","TCP","1514","","60651  >  443 [ACK] Seq=13469 Ack=49431 Win=253 Len=1460 [TCP segment of a reassembled PDU]"
"384","4.760865","192.168.1.41","60651","20.69.137.228","443","TLSv1.2","231","","Application Data"
"385","4.764842","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=49431 Ack=14929 Win=816 Len=0"
"386","4.764842","20.69.137.228","443","192.168.1.41","60651","TCP","54","","443  >  60651 [ACK] Seq=49431 Ack=15106 Win=838 Len=0"
"387","4.782159","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","157","","Application Data"
"388","4.782159","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","116","","Application Data"
"389","4.782159","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","85","","Application Data"
"390","4.782301","192.168.1.41","60680","40.126.24.24","443","TCP","54","","60680  >  443 [ACK] Seq=2228 Ack=4373 Win=260608 Len=0"
"391","4.784265","192.168.1.41","60680","40.126.24.24","443","TLSv1.3","85","","Application Data"
"392","4.787765","40.126.24.24","443","192.168.1.41","60680","TCP","54","","443  >  60680 [ACK] Seq=4373 Ack=2259 Win=19200 Len=0"
"393","4.793648","52.96.109.162","443","192.168.1.41","60679","TLSv1.3","575","","Application Data, Application Data"
"394","4.793648","52.96.109.162","443","192.168.1.41","60679","TLSv1.3","85","","Application Data"
"395","4.793776","192.168.1.41","60679","52.96.109.162","443","TCP","54","","60679  >  443 [ACK] Seq=3379 Ack=943 Win=261120 Len=0"
"396","4.795218","192.168.1.41","60679","52.96.109.162","443","TLSv1.3","85","","Application Data"
"397","4.800741","52.96.109.162","443","192.168.1.41","60679","TCP","54","","443  >  60679 [ACK] Seq=943 Ack=3410 Win=22528 Len=0"
"398","4.809435","192.168.1.43","50962","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"399","4.809736","Routerboardc_5e:b9:50","","Spanning-tree-(for-bridges)_00","","0x2f00","61","","Ethernet II"
"400","4.816036","192.168.1.43","1900","239.255.255.250","1900","SSDP","539","","NOTIFY * HTTP/1.1 "
"401","4.821397","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","568","","NOTIFY * HTTP/1.1 "
"402","4.889808","52.96.109.162","443","192.168.1.41","60679","TLSv1.3","1193","","Application Data"
"403","4.889919","192.168.1.41","60679","52.96.109.162","443","TCP","54","","60679  >  443 [ACK] Seq=3410 Ack=2082 Win=262144 Len=0"
"404","4.895953","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"405","4.910331","Routerboardc_5e:b9:50","","Broadcast","","ARP","42","","Who has 192.168.1.44? Tell 192.168.1.1"
"406","4.960284","20.69.137.228","443","192.168.1.41","60651","TCP","1514","","443  >  60651 [ACK] Seq=49431 Ack=15106 Win=838 Len=1460 [TCP segment of a reassembled PDU]"
"407","4.960284","20.69.137.228","443","192.168.1.41","60651","TLSv1.2","380","","Application Data"
"408","4.960401","192.168.1.41","60651","20.69.137.228","443","TCP","54","","60651  >  443 [ACK] Seq=15106 Ack=51217 Win=256 Len=0"
"409","4.985528","142.250.218.138","443","192.168.1.41","53035","UDP","68","","443  >  53035 Len=26"
"410","4.991312","192.168.1.41","52455","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"411","5.023423","192.168.1.41","52456","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
"412","5.117687","192.168.1.43","","224.0.0.22","","IGMPv3","54","","Membership Report / Join group 224.0.0.252 for any sources"
"413","5.118961","fe80::103c:1ae1:8556:446f","","ff02::16","","ICMPv6","90","","Multicast Listener Report Message v2"
"414","5.403301","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","562","","Application Data, Application Data"
"415","5.403301","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","95","","Application Data"
"416","5.403301","40.126.24.24","443","192.168.1.41","60680","TLSv1.3","85","","Application Data"
"417","5.403416","192.168.1.41","60680","40.126.24.24","443","TCP","54","","60680  >  443 [ACK] Seq=2259 Ack=4953 Win=262144 Len=0"
"418","5.535404","192.168.1.43","1900","239.255.255.250","1900","SSDP","483","","NOTIFY * HTTP/1.1 "
"419","5.539885","fe80::103c:1ae1:8556:446f","1900","ff02::c","1900","SSDP","512","","NOTIFY * HTTP/1.1 "
"420","5.729070","192.168.1.43","5353","224.0.0.251","5353","MDNS","82","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"421","5.731265","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","102","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"422","5.734421","192.168.1.43","5353","224.0.0.251","5353","MDNS","82","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"423","5.743142","fe80::103c:1ae1:8556:446f","5353","ff02::fb","5353","MDNS","102","","Standard query 0x0000 PTR _googlecast._tcp.local, ""QM"" question"
"424","5.801354","192.168.1.41","53035","142.250.218.138","443","UDP","71","","53035  >  443 Len=29"
"425","5.833614","192.168.1.43","50962","239.255.255.250","1900","SSDP","217","","M-SEARCH * HTTP/1.1 "
